# Half Sugar's Gift - English (fallback for every language)
"options.hsg.mvs.holder.detail" : "Extra voting settings added by Half Sugar's Gift"
"options.hsg.mvs.enablevotetimechange" : "Change Remaining Vote Time - still has known issues, enable with care"
"options.hsg.mvs.enablevotetimechange.detail" : "When a given number of players have not voted yet, change the remaining vote time.<br>Nothing changes if that time is shorter than the remaining vote time."
"options.hsg.mvs.triggercount" : "Players Required to Reduce Time"
"options.hsg.mvs.voteduration" : "Time Reduction"
"options.hsg.mvs.voteduration.detail" : "This option does not subtract time; it sets the remaining time to this value."
"options.hsg.mvs.disableonthresholdreached" : "Disable at Threshold"
"options.hsg.mvs.disableonthresholdreached.detail" : "When the remaining player count is at or below this value, the vote time change is disabled."
"options.hsg.fm.holder.title" : "Fun Settings"
"options.hsg.fm.holder.detail" : "Fun settings added by HSG. Everything in here is just for fun."
"options.hsg.fm.enableMiniMode" : "Enable Mini Mode for Everyone"
"options.hsg.fm.enableMiniMode.detail" : "When enabled, everyone visually shrinks at game start and returns to normal when the game ends."
"options.hsg.fm.miniScale" : "Mini Scale"
"cmd.suicide.inlobby" : "You cannot commit suicide in the lobby"
"cmd.github.open" : "Opened HSG's GitHub page"
"cmd.checkbait.congruatulation" : "Congratulations, you hit the jackpot!"
"mute.meetingmute" : "You have been muted for this meeting"
"mute.normalmute" : "You have been muted for %DUR% seconds."
"mute.muteend" : "Your mute has ended."
"help.tabs.stars" : "Starred"
"help.stars.empty" : "No starred roles yet. Use the star button on a role's detail page to add one"
"button.label.objector.obj" : "Objection!"
"end.hsg.cowboyDuel.win" : "Bounty Hunter Wins"
"end.imaginationWin" : "Imagination Wins"
"options.hsg.res.EnableCRT" : "Fixed Event Interval"
"options.hsg.res.EnableRES" : "Enable Random Events"
"options.hsg.res.RandomTime" : "Event Interval"
"options.hsg.res.holder.detail" : "Random events added by Half Sugar's Gift. One event is triggered at random every interval."
"options.hsg.res.holder.title" : "Random Events"
"options.hsg.res.weight.fog" : "Weight: Fog"
"options.hsg.res.weight.getkey" : "Weight: Get a Key"
"options.hsg.res.weight.kill" : "Weight: Random Kill"
"options.hsg.res.weight.meeting" : "Weight: Emergency Meeting"
"options.hsg.res.weight.party" : "Weight: Party"
"options.hsg.res.weight.stone" : "Weight: Petrify"
"options.hsg.res.weight.swap" : "Weight: Position Swap"
"options.role.glimmer.detail" : "The Glimmer can make a player's screen flash.<br><b>One of the gifts from Half Sugar!</b>"
"options.role.objector.ObjectorConsequence" : "Cost of Objecting"
"options.role.objector.ObjectorConsequence.CantKill" : "Lose the Ability to Kill"
"options.role.objector.ObjectorConsequence.None" : "None"
"options.role.objector.ObjectorConsequence.ShowSelfRole" : "Reveal Own Role"
"options.role.objector.ObjectorConsequence.Suicide" : "Die After the Meeting"
"options.role.weakness.detail" : "A Weakened player dies when doing a task, killing, venting or using any ability."
"role.category.crewmate" : "Crewmate"
"role.category.ghost" : "Ghost"
"role.category.impostor" : "Impostor"
"role.category.modifier" : "Modifier"
"role.category.neutral" : "Neutral"
"role.dilemma.short" : "Dil"
"role.karma.short" : "K"
"role.karmatic.short" : "Kar"
"role.objector.doc.image" : "Objection"
"role.objector.publicTag" : "<color=#FF6666>[Revealed]</color>"
"role.objector.short" : "Obj"
"role.snitch.neutral.badOnly" : " and evil neutrals"
"role.weakness.doc" : "You are cursed with weakness. Doing a task, killing, venting or using any ability will kill you."
